created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url
Wed Sep 18 18:10:01 +0000 2019,1.17438509789579E+018,"GIFA Excellence Award (Islamic Finance Training &amp  Education) 2019 was awarded to the Centre For Islamic Banking, Finance And Management (CIBFM) in Brunei Darussalam. CIBFM has been working relentlessly towards providing relevant and valuable trainings to nurture and grow talents. https://t.co/BzYKkQyRoh",0,0,1,1,en,1323973622,1.17438509789579E+018,EdbizCon,https://twitter.com/EdbizCon/status/1174385097895796741
Wed Sep 18 17:46:09 +0000 2019,1.17437909347275E+018,"GIFA Market Leadership Award (Education in Islamic Banking &amp  Finance) 2019 was presented to the Faculty of Islamic Economics and Finance, Universiti Islam Sultan Sharif Ali (UNISSA) Brunei Darussalam. https://t.co/5yxKUTI8kw",0,0,1,2,en,1323973622,1.17437909347275E+018,EdbizCon,https://twitter.com/EdbizCon/status/1174379093472751616
Fri Aug 30 09:43:11 +0000 2019,1.16737217984075E+018,"His Majesty the Sultan and Yang Di Pertuan of Brunei Darussalam in a titah said UNISSA should ensure its programs are in-tandem with the digital revolution, without neglecting its primary role in producing credible Islamic scholars, at the university's 9th convocation ceremony https://t.co/V5wNPAOJK6",0,0,5,20,en,9.96558062314901E+017,1.16737217984075E+018,borneo_bulletin,https://twitter.com/borneo_bulletin/status/1167372179840753664
Tue Aug 06 08:15:13 +0000 2019,1.15865273644065E+018,"ðŸ‡°ðŸ‡¿ðŸ‡§ðŸ‡³ Prospects for cooperation within the framework of the Islamic organization for food security (#IOFS) were discussed in #Brunei Darussalam  On August 5, 2019 The IOFS Acting Director General Mr. Erlan Baidaulet has paid a working visit to Brunei Darussalam. https://t.co/JDPNQPGdPs",0,0,0,1,en,496046503,1.15865273644065E+018,KZEmbassyKL,https://twitter.com/KZEmbassyKL/status/1158652736440655872
Tue Aug 06 07:49:16 +0000 2019,1.15864620325453E+018,Prospects for cooperation within the framework of the Islamic organization for food security were discussed in Brunei Darussalam - https://t.co/Bt28kVaofz https://t.co/OdRvoFg9c0,0,0,0,1,en,814751179,1.15864620325453E+018,KazakhPM_UNOG,https://twitter.com/KazakhPM_UNOG/status/1158646203254530048
Wed May 22 17:53:13 +0000 2019,1.13125671754988E+018,"His Majesty Sultan and Yang Di-Pertuan of Brunei Darussalam in a Titah last evening called for the further strengthening of Islamic teachings based on the Al-Quran, while also urging religious authorities to avoid any deviation from authentic Islamic teachings. https://t.co/1eteGQneU6",0,0,17,35,en,9.96558062314901E+017,1.13125671754988E+018,borneo_bulletin,https://twitter.com/borneo_bulletin/status/1131256717549887488
Wed May 22 17:23:21 +0000 2019,1.13124919978833E+018,"Statistics from the Islamic Dakwah Centre (PDI) under the Ministry of Religious Affairs show that 120 Islamic conversions have taken place in Brunei Darussalam, from January 2019. https://t.co/xnLXgSeoBZ",0,0,1,5,en,9.96558062314901E+017,1.13124919978833E+018,borneo_bulletin,https://twitter.com/borneo_bulletin/status/1131249199788335105
Thu Apr 11 15:40:57 +0000 2019,1.11636552905106E+018,"Prayer places and the airport gained scores of 100 for Brunei Darussalam, which climbed one spot to 10th place among the Organisation of Islamic Cooperation (OIC) countries in the latest MasterCard-CrescentRating Global Muslim Travel Index (GMTI), which was revealed on Thursday",0,0,0,2,en,9.96558062314901E+017,1.11636552905106E+018,borneo_bulletin,https://twitter.com/borneo_bulletin/status/1116365529051066368
Tue Apr 09 06:05:17 +0000 2019,1.11549588008852E+018,https://t.co/wi77xlXKeN Brunei Darussalam! Much happy to hear you promugation of Islamic Law in your country. I wish to migrate to your country to serve Islam,0,1,0,0,en,188922462,1.11549588008852E+018,binibrahim19,https://twitter.com/binibrahim19/status/1115495880088522752
Tue Apr 02 13:10:19 +0000 2019,1.11306612731844E+018,"Alhamdolillah! We are the first Pakistani's, Representing Our Country PakistanðŸ‡µðŸ‡°"" in International Islamic Event, in Brunei, Darussalam ðŸ‡§ðŸ‡³ðŸ’›ðŸ‡µðŸ‡°ðŸ’š  Here is myâ€¦ https://t.co/wt48eFcAR8""",0,0,0,1,en,1701489474,1.11306612731844E+018,arsalangelani,https://twitter.com/arsalangelani/status/1113066127318441985
Thu Mar 28 22:16:58 +0000 2019,1.11139175685403E+018,Islamic Authority and the State in Brunei Darussalam - https://t.co/uZVexN1DPa,0,0,0,0,ro,61739127,1.11139175685403E+018,darnoujoum,https://twitter.com/darnoujoum/status/1111391756854034438
Wed Mar 27 12:17:22 +0000 2019,1.1108784774845E+018,"Challenges in Monetary Policy Management Planning for the Future by Ahmad Masood Khalid, Universiti Brunei Darussalam, Brunei Obiyathulla Ismath Bacha, International Centre for Education in Islamic Finance (INCEIF), Malaysia https://t.co/iZ4UkoYMxj",0,0,0,0,en,4126161,1.1108784774845E+018,Lahore_School,https://twitter.com/Lahore_School/status/1110878477484507138
Sat Mar 23 17:07:21 +0000 2019,1.10950190266272E+018,"His Majesty the Sultan and Yang Di-Pertuan of Brunei Darussalam attended the Conferment of the Honorary Doctorate (Islamic Leadership) in conjunction with the 90th UiTM Convocation Ceremony at the Dewan Agung Tuanku Canselor (DATC), UiTM, Malaysia on Saturday morning. https://t.co/iLeMTKescf",0,0,1,6,en,9.96558062314901E+017,1.10950190266272E+018,borneo_bulletin,https://twitter.com/borneo_bulletin/status/1109501902662725637
Wed Mar 06 11:14:53 +0000 2019,1.10325260809606E+018,Scholarships from Islamic Cooperation Organization to study in Brunei Darussalam. - Details: https://t.co/F43TXEVV0O https://t.co/F43TXEVV0O,0,0,0,0,en,2194746522,1.10325260809606E+018,edunewsen,https://twitter.com/edunewsen/status/1103252608096063488
Wed Mar 06 11:14:43 +0000 2019,1.10325256335126E+018,Scholarships from Islamic Cooperation Organization to study in Brunei Darussalam. - Details: https://t.co/X1V4ZVLiq2 https://t.co/X1V4ZVLiq2,0,0,0,0,en,2192735682,1.10325256335126E+018,scinews_en,https://twitter.com/scinews_en/status/1103252563351269376
Wed Mar 06 11:14:34 +0000 2019,1.1032525267895E+018,Scholarships from Islamic Cooperation Organization to study in Brunei Darussalam. - Details: https://t.co/aZSqsxIW1L https://t.co/aZSqsxIW1L,0,0,0,0,en,2198626063,1.1032525267895E+018,comnewsen,https://twitter.com/comnewsen/status/1103252526789509121
Wed Mar 06 11:14:21 +0000 2019,1.10325247274166E+018,Scholarships from Islamic Cooperation Organization to study in Brunei Darussalam. - Details: https://t.co/cxfOPTlXPm https://t.co/cxfOPTlXPm,0,0,0,0,en,2199316776,1.10325247274166E+018,artsnewsen,https://twitter.com/artsnewsen/status/1103252472741666816
Wed Mar 06 11:14:11 +0000 2019,1.10325243150752E+018,Scholarships from Islamic Cooperation Organization to study in Brunei Darussalam. - Details: https://t.co/AqGgsofGka https://t.co/AqGgsofGka,0,0,0,0,en,2198715529,1.10325243150752E+018,agrnewsen,https://twitter.com/agrnewsen/status/1103252431507521538
Wed Mar 06 11:13:58 +0000 2019,1.10325237493049E+018,Scholarships from Islamic Cooperation Organization to study in Brunei Darussalam. - Details: https://t.co/ZiKINkYUEy https://t.co/ZiKINkYUEy,0,0,0,0,en,2194593283,1.10325237493049E+018,spenewsen,https://twitter.com/spenewsen/status/1103252374930493440
Wed Mar 06 11:13:47 +0000 2019,1.10325232920005E+018,Scholarships from Islamic Cooperation Organization to study in Brunei Darussalam. - Details: https://t.co/MDQjKZqyi9 https://t.co/MDQjKZqyi9,0,0,0,0,en,2199415962,1.10325232920005E+018,phynewsen,https://twitter.com/phynewsen/status/1103252329200054276
Wed Mar 06 11:13:38 +0000 2019,1.10325229201338E+018,Scholarships from Islamic Cooperation Organization to study in Brunei Darussalam. - Details: https://t.co/RVNfCn9jpV https://t.co/RVNfCn9jpV,0,0,0,0,en,2193029401,1.10325229201338E+018,appnewsen,https://twitter.com/appnewsen/status/1103252292013383681
Wed Mar 06 11:13:26 +0000 2019,1.10325224302382E+018,Scholarships from Islamic Cooperation Organization to study in Brunei Darussalam. - Details: https://t.co/Id9iGJmGM9 https://t.co/Id9iGJmGM9,0,0,0,0,en,2198715529,1.10325224302382E+018,agrnewsen,https://twitter.com/agrnewsen/status/1103252243023826945
Wed Mar 06 11:13:19 +0000 2019,1.10325221375186E+018,Scholarships from Islamic Cooperation Organization to study in Brunei Darussalam. - Details: https://t.co/APV9AOaqFS https://t.co/APV9AOaqFS,0,0,0,0,en,2198715529,1.10325221375186E+018,agrnewsen,https://twitter.com/agrnewsen/status/1103252213751865352
Wed Mar 06 11:13:18 +0000 2019,1.10325220861381E+018,Scholarships from Islamic Cooperation Organization to study in Brunei Darussalam. - Details: https://t.co/GHoo3053eG https://t.co/GHoo3053eG,0,0,0,0,en,2198715529,1.10325220861381E+018,agrnewsen,https://twitter.com/agrnewsen/status/1103252208613814272
Wed Mar 06 11:09:26 +0000 2019,1.10325123560654E+018,Scholarships from Islamic Cooperation Organization to study in Brunei Darussalam. - Details: https://t.co/kbpFyLqthY https://t.co/kbpFyLqthY,0,0,0,0,en,2194808617,1.10325123560654E+018,DamiettaUnivEn,https://twitter.com/DamiettaUnivEn/status/1103251235606540289
Wed Mar 06 11:09:19 +0000 2019,1.10325120638902E+018,Scholarships from Islamic Cooperation Organization to study in Brunei Darussalam.https://t.co/kDQXOJfPNp,0,0,0,0,en,1373276246,1.10325120638902E+018,DamiettaUni,https://twitter.com/DamiettaUni/status/1103251206389022720
Tue Mar 05 10:05:03 +0000 2019,1.10287264325284E+018,Her Excellency Homeira Rigi  the Ambassador Designate of the Islamic Republic of Iran to Brunei Darussalam arrived in Bandar Seri Begawan on 2nd March 2019. https://t.co/j16yEbvg7E,1,0,1,21,en,1.04441131668792E+018,1.10287264325284E+018,IRANinBRUNEI,https://twitter.com/IRANinBRUNEI/status/1102872643252846592
Thu Feb 21 08:27:54 +0000 2019,1.09849954018808E+018,Scholarships of Islamic Cooperation Organization for 2019/2020  The General Secretariat of the Organization of Islamic Cooperation in Jeddah reported that the Brunei Darussalam government has announced the granting of   https://t.co/tmwhyql0Ck https://t.co/iOuimAaryu,0,0,0,0,en,2849503492,1.09849954018808E+018,muvphe,https://twitter.com/muvphe/status/1098499540188086273
Mon Feb 11 15:14:56 +0000 2019,1.09497809515557E+018,THE Embassy of Iran in Brunei Darussalam celebrated the 40th anniversary of Iranâ€™s Islamic Revolution on Monday at The Rizqun International Hotel. https://t.co/wFfdjzPd23,0,1,1,3,en,9.96558062314901E+017,1.09497809515557E+018,borneo_bulletin,https://twitter.com/borneo_bulletin/status/1094978095155572737
Tue Dec 04 11:43:37 +0000 2018,1.0699201529789E+018,@IRTI_IDB and @CibfmB jointly organized an Islamic capital market masterclass in Brunei Darussalam last week. Here are some images from the event: https://t.co/R0czU7QGKO @isdb_group @isdbindonesia @IsDBG_ROKL,0,0,1,3,en,2958464635,1.0699201529789E+018,isdbinstitute,https://twitter.com/isdbinstitute/status/1069920152978903040
Mon Oct 08 13:30:12 +0000 2018,1.04929086787222E+018,HIS Majesty the Sultan and Yang Di-Pertuan of Brunei Darussalam received in audience outgoing High Commissioner of The Islamic Republic of Pakistan to Brunei Darussalam Major General (Rtd) Tariq Rashid Khan yesterday afternoon at the Istana Nurul Iman. https://t.co/5Wj1M91juW,0,0,0,1,en,9.96558062314901E+017,1.04929086787222E+018,borneo_bulletin,https://twitter.com/borneo_bulletin/status/1049290867872227328
Thu Oct 04 15:37:49 +0000 2018,1.04787343207384E+018,"His Royal Highness Prince Haji Al-Muhtadee Billah, the Deputy Sultan, on Thursday morning received in audience outgoing High Commissioner of the Islamic Republic of Pakistan to Brunei Darussalam Major General (Rtd) Tariq Rashid Khan. https://t.co/SUWmfnuUCC",0,0,0,1,en,9.96558062314901E+017,1.04787343207384E+018,borneo_bulletin,https://twitter.com/borneo_bulletin/status/1047873432073846787
Mon Sep 17 15:59:29 +0000 2018,1.04171829286226E+018,"His Majesty the Sultan and Yang Di-Pertuan of Brunei Darussalam and Chancellor of UNISSA, awarded His  Royal Highness Prince the Crown Prince and Senior Minister at the Prime Ministerâ€™s Office, and Pro-Chancellor of UNISSA, with an Honorary Degree of Doctor in Islamic Finance. https://t.co/UfRBf0zZXN",0,0,0,1,en,9.96558062314901E+017,1.04171829286226E+018,borneo_bulletin,https://twitter.com/borneo_bulletin/status/1041718292862267393
Thu Sep 13 11:29:41 +0000 2018,1.04020084341108E+018,"Menyampaikan presentasi terkait â€œGovernance &amp  Standardization in Global Islamic Financial Institutionsâ€ dalam acara Brunei Darussalam Islamic Investment Summit di The Empire Hotel, Brunei Darussalam beberapa tahun silamâ€ https://t.co/1yxhiHXKlT",0,0,0,0,in,134123365,1.04020084341108E+018,faraalw,https://twitter.com/faraalw/status/1040200843411087361
Mon Aug 27 14:27:02 +0000 2018,1.03408488219075E+018,THE Indian High Commissioner to Brunei Darussalam Nagma M Mallick yesterday presented 38 pieces of Islamic calligraphy in a ceremony held at University Islam Sultan Sharif Ali (UNISSA). #brunei #donation https://t.co/fXEXlatu3A,0,0,1,1,en,9.96558062314901E+017,1.03408488219075E+018,borneo_bulletin,https://twitter.com/borneo_bulletin/status/1034084882190753793
Wed Jul 11 12:58:26 +0000 2018,1.01703035207702E+018,"By order of its Chancellor, His Majesty Sultan Hassanal Bolkiah: Sultan Sharif Ali Islamic University in Brunei Darussalam awards ISESCO Director General the Distinguished Leadership Award in Arabic language and Islamic civilization https://t.co/9ICtmuTvIO",0,0,0,0,en,617961439,1.01703035207702E+018,ICESCO_En,https://twitter.com/ICESCO_En/status/1017030352077025281
Wed Jul 11 12:58:18 +0000 2018,1.0170303187575E+018,"ISESCO Director General, FUIW Secretary General, visits Sultan Sharif Ali Islamic University in Brunei Darussalam https://t.co/lD0uv1jyGa",0,0,0,0,in,617961439,1.0170303187575E+018,ICESCO_En,https://twitter.com/ICESCO_En/status/1017030318757502977
Wed May 16 16:41:07 +0000 2018,9.9679267234075E+017,"Bank Islam Brunei Darussalam: Bank Islam Brunei Darussalam (BIBD) is the largest Islamic Bank in Brunei Darussalam, . https://t.co/uRRSlEu1ef",0,0,0,0,in,100501719,9.9679267234075E+017,OnlineBrunei,https://twitter.com/OnlineBrunei/status/996792672340750337
Tue May 01 20:43:10 +0000 2018,9.91417767206293E+017,"Islamic spell casters In Brunei  27782766860 - Brunei Darussalam , Brunei Darussalam - Electronics Express Free Classifiedads Electronics Mobile Phones Freeads Post Classifieds for Free B2B Free Classified Post Ads https://t.co/HfzqGNit1L",0,0,0,0,en,8.54006369292255E+017,9.91417767206293E+017,youngpsychic3,https://twitter.com/youngpsychic3/status/991417767206293509
Tue May 01 20:22:34 +0000 2018,9.91412587026944E+017,"Islamic spell casters In Brunei  27782766860 - Brunei Darussalam , Brunei Darussalam - Brunei Darussalam Free Classifieds | Brunei Darussalam Free Ads | Brunei Darussalam Buy and Sell | Free Advertising | Buy and Sell Ads | Post Free Classified Ads https://t.co/oDVhy6j3QW",0,0,0,0,de,8.54006369292255E+017,9.91412587026944E+017,youngpsychic3,https://twitter.com/youngpsychic3/status/991412587026944001
Sat Apr 28 16:41:06 +0000 2018,9.90269687215734E+017,"Bank Islam Brunei Darussalam: Bank Islam Brunei Darussalam (BIBD) is the largest Islamic Bank in Brunei Darussalam, . https://t.co/uRRSlEu1ef",0,0,0,1,in,100501719,9.90269687215734E+017,OnlineBrunei,https://twitter.com/OnlineBrunei/status/990269687215734784
Sat Apr 14 03:36:58 +0000 2018,9.84998925382828E+017,"Today marks the ascension of the Prophet Muhammad, Isra Miâ€™raj, which is on the 27th day of the month of #Rajab (the seventh month of the #Islamic calendar). In #ASEAN, Isra Miraj is celebrated in #Indonesia, #Malaysia, #Brunei Darussalam where #Islam is the most widely religion. https://t.co/iWGvxJx8Ox",0,0,2,1,en,4214936176,9.84998925382828E+017,aipasecretariat,https://twitter.com/aipasecretariat/status/984998925382828032
Wed Mar 28 22:40:52 +0000 2018,9.7912620088596E+017,Islamic calligraphy and painting exhibition in Brunei Darussalam on the eve of Pakistan day https://t.co/ozVsVx7Piw,0,0,0,0,en,332308406,9.7912620088596E+017,ASirohey,https://twitter.com/ASirohey/status/979126200885960704
Thu Mar 15 09:02:50 +0000 2018,9.74209295884566E+017,Beautiful Islamic #architecture in #Brunei Darussalam ðŸ‡§ðŸ‡³ https://t.co/7BdBfvhdpc,0,0,2,14,in,1562929645,9.74209295884566E+017,MichaelPostl,https://twitter.com/MichaelPostl/status/974209295884566528
Mon Mar 12 13:57:53 +0000 2018,9.73196382055096E+017,"#ICD_PS supported (TAIB), a corporate body conducting financial &amp  non-financial activities in #Brunei Darussalam, to separate its financial activities into a fully-fledged Islamic bank. Download the #ICD_PS 2016 Annual Report for more: https://t.co/NaDBKDTLp6 https://t.co/1BZ89cQzl6",0,0,0,0,en,2522628416,9.73196382055096E+017,ICD_PS,https://twitter.com/ICD_PS/status/973196382055096320
Thu Mar 01 02:43:10 +0000 2018,9.69040316656443E+017,"Short article Islamic Authority and the State in Brunei Darussalam"", just published in the Kyoto Review of Southeast Asia, in a special issue edited by Joseph. C Liow on ""Islamism in Southeast Asia""  https://t.co/hPeDdw5beI""",0,0,0,0,en,9.06595195260727E+017,9.69040316656443E+017,Dom_M_Mueller,https://twitter.com/Dom_M_Mueller/status/969040316656443392
Thu Feb 15 11:39:50 +0000 2018,9.64101945400049E+017,A short session of postgraduate students of UNISSA Brunei Darussalam and University Islam Palembang Indonesia We talked about Islamic stock index Indonesia.Islamic capital market and also customers perception on service quality of conventional and Islamic banks in Brunei. #Brunei https://t.co/07lVaPko6v,0,0,0,0,en,2392024357,9.64101945400049E+017,Aliyounglearner,https://twitter.com/Aliyounglearner/status/964101945400049664
Thu Dec 14 08:11:54 +0000 2017,9.41219180296024E+017,NOW in #Brunei #Darussalam: Day 2 of 5th AICIF: Keynote Presentation on â€œChallenges of Islamic Financial Institutions towards #ASEAN #Economic #Market by Prof Dr. Abdul Ghafar bin Ismail @IRTI_IDB @INCEIF @isdb_group https://t.co/y5lj5rbx2o,0,0,0,0,en,8.94799281156005E+017,9.41219180296024E+017,IsDB_CoE,https://twitter.com/IsDB_CoE/status/941219180296024066
Thu Dec 14 08:03:38 +0000 2017,9.41217103067017E+017,"Now in #Brunei #Darussalam: Day 2 of 5th AICIF (#ASEAN Universities Intâ€™l Conf. on #IslamicFinance), lecture on  â€œRealistic Approach in the Concept of Istisna' in Islamic Finance and its Possible Role in the #Development of #Rural Local #Agricultural Sector in #Pakistanâ€@IRTI_IDB https://t.co/FI8KaU6gHP",0,0,2,0,en,8.94799281156005E+017,9.41217103067017E+017,IsDB_CoE,https://twitter.com/IsDB_CoE/status/941217103067017216
Wed Dec 13 04:21:27 +0000 2017,9.40798797655019E+017,"NOW in #Brunei #Darussalam: During 5th AICIF, 5 important MoUs for #employment , academic coop. &amp  #research r signed btwn #Islamic Banking &amp  #Finance inst. universities &amp  academic centers frm Brunei, #Malaysia #Indonesia #Philippines &amp  also #Germany @INCEIF @IRTI_IDB @isdb_group https://t.co/CvboWAORuH",0,0,5,5,en,8.94799281156005E+017,9.40798797655019E+017,IsDB_CoE,https://twitter.com/IsDB_CoE/status/940798797655019520
Sat Nov 11 05:23:20 +0000 2017,9.2921795871864E+017,Exhibition of Islamic Calligraphy from Rampur Raza Library opens in Brunei Darussalam as part ofâ€¦ https://t.co/rj8WfKvmHj,0,0,0,0,en,2524123842,9.2921795871864E+017,rsrksharma1,https://twitter.com/rsrksharma1/status/929217958718640128
Sat Nov 11 05:19:47 +0000 2017,9.29217067726901E+017,Exhibition of Islamic Calligraphy from Rampur Raza Library opens in Brunei Darussalam asâ€¦ https://t.co/gjFWl8sDEy https://t.co/YocvbmIUR0,0,0,0,0,en,2524123842,9.29217067726901E+017,rsrksharma1,https://twitter.com/rsrksharma1/status/929217067726901248
Fri Nov 10 14:06:28 +0000 2017,9.28987225207066E+017,Exhibition of Islamic Calligraphy from Rampur Raza Library opens in Brunei Darussalam asâ€¦ https://t.co/tjKBk0G5V5 https://t.co/YEDlQDFqz0,0,0,0,0,en,7.29353513260728E+017,9.28987225207066E+017,nigahban87,https://twitter.com/nigahban87/status/928987225207066624
Fri Nov 10 12:32:05 +0000 2017,9.28963471705759E+017,Islamic calligraphy show from Rampur Raza Library opens in Brunei Darussalam https://t.co/XdKWVe3OZC https://t.co/RZqxH2GALo,0,0,0,0,en,27882166,9.28963471705759E+017,netindian,https://twitter.com/netindian/status/928963471705759744
Fri Nov 10 11:27:53 +0000 2017,9.28947315741741E+017,Exhibition of Islamic Calligraphy from Rampur Raza Library opens in Brunei Darussalam https://t.co/s1vawAlXvp,0,0,0,0,en,8.45363581772214E+017,9.28947315741741E+017,Sexysnehakapoor,https://twitter.com/Sexysnehakapoor/status/928947315741741056
